,files changed,lines added,lines removed,loops added,loops removed,ifs added,ifs removed,boolean_op added,boolean_op removed,pairs added,pairs removed,function calls added,function calls removed,assignment added,assignment removed,sizeof added,sizeof removed,continue added,continue removed,break added,break removed,goto added,goto removed,return added,return removed,numerical added,numerical removed,compare added,compare removed,error added,error removed,char changed
377,2,6,1,0,0,2,0,0,0,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,85
378,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
379,3,3,2,1,1,0,0,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,3,2,1,0,0,57
380,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
381,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
382,1,6,0,0,0,1,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,142
383,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58
384,1,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
385,1,11,8,0,0,1,1,2,1,7,6,4,3,6,5,0,0,0,0,0,0,0,0,0,0,11,16,1,0,0,0,78
386,1,24,4,2,0,2,1,0,0,8,3,4,2,1,0,1,0,0,0,0,0,0,0,1,1,5,0,2,1,0,0,655
387,3,8,5,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,66
388,1,27,3,2,1,5,2,0,0,7,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,10,2,3,0,0,0,469
389,1,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,89
390,1,13,16,3,3,2,3,5,0,12,13,7,6,1,1,0,0,0,0,1,2,0,0,0,0,7,7,0,0,0,0,2
391,3,6,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,188
392,1,8,0,1,0,1,0,1,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,1,0,234
393,2,3,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
394,1,25,0,1,0,3,0,1,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,554
395,2,3,25,0,0,0,0,0,0,1,12,0,11,0,3,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,2,-379
396,1,3,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,47
397,3,1,39,0,0,0,4,0,6,1,16,1,12,1,7,0,0,0,0,0,0,0,0,0,5,0,20,0,0,0,1,-738
398,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,64
399,1,3,4,0,0,1,1,1,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0,55
400,2,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45
401,1,55,18,3,0,6,1,4,1,33,11,25,10,8,3,2,1,0,0,0,0,0,0,4,1,14,4,0,0,0,0,920
402,3,43,38,2,2,3,3,5,5,17,15,12,10,4,4,0,0,1,1,0,0,0,0,0,0,9,9,1,1,0,0,67
403,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60
404,1,5,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,104
405,1,13,10,0,0,0,0,0,0,4,4,4,4,6,6,0,0,0,0,0,1,0,0,0,0,4,4,0,0,2,1,123
406,1,33,24,1,0,2,0,0,0,15,12,13,12,3,2,0,0,0,0,0,0,0,0,2,3,6,3,0,0,0,0,160
407,1,0,5,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-164
408,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0
409,1,4,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,125
410,2,59,0,1,0,3,0,4,0,15,0,11,0,7,0,0,0,0,0,0,0,0,0,5,0,4,0,2,0,0,0,1382
411,2,0,12,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-532
412,1,6,0,0,0,2,0,2,0,6,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
413,1,2,1,0,0,1,1,1,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,116
414,1,10,6,0,2,0,0,2,0,8,4,8,2,4,0,1,1,0,0,0,0,0,0,0,0,9,2,0,0,0,0,214
415,1,12,6,0,0,1,2,2,3,3,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,350
416,2,3,0,0,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,85
417,1,5,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,97
418,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
419,1,16,15,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16
420,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
421,1,2,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
422,1,4,4,0,0,0,0,0,0,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,16
423,1,2,2,0,0,2,2,0,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0
424,1,7,3,0,0,1,0,0,0,4,3,3,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,52
425,1,42,15,0,0,4,2,0,0,22,10,13,6,8,4,4,2,0,0,2,0,0,0,0,0,5,2,4,2,6,3,564
426,2,6,2,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190
427,1,26,13,0,0,1,0,0,0,14,8,10,6,7,4,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,245
428,1,8,1,0,0,1,0,3,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,9,4,0,0,4,1,215
429,1,1,1,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
430,3,48,13,0,1,4,3,7,1,16,7,10,3,9,2,1,0,0,0,0,0,0,0,5,1,7,6,1,1,7,0,779
431,1,7,5,0,0,0,0,0,0,6,3,6,3,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,95
432,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,20
433,2,21,4,0,0,7,2,4,4,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,1,2,1,581
434,1,20,3,0,0,2,1,4,1,7,1,3,0,5,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,439
435,1,6,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,198
436,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,103
437,1,13,13,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28
