,files changed,lines added,lines removed,loops added,loops removed,ifs added,ifs removed,boolean_op added,boolean_op removed,pairs added,pairs removed,function calls added,function calls removed,assignment added,assignment removed,sizeof added,sizeof removed,continue added,continue removed,break added,break removed,goto added,goto removed,return added,return removed,numerical added,numerical removed,compare added,compare removed,error added,error removed,char changed
192,2,28,4,0,0,8,4,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,4,8,4,0,0,356
193,1,4,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,99
194,1,11,3,0,0,2,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,219
195,1,8,11,0,0,1,1,1,1,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,7,7,2,0,0,0,-155
196,1,4,1,0,0,1,0,1,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55
197,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,75
198,1,8,0,0,0,2,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,345
199,1,3,1,0,0,1,1,3,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,64
200,1,3,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,105
201,1,8,2,0,0,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,339
202,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
203,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
204,1,0,7,0,0,0,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,-156
205,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
206,1,22,19,0,0,2,2,2,1,9,9,6,6,6,7,0,0,0,0,0,0,0,0,0,0,13,13,2,2,0,0,-37
207,1,80,68,1,2,5,1,0,1,34,46,26,41,14,18,0,4,0,0,0,0,0,0,6,2,20,42,6,3,0,0,495
208,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,540
209,2,4,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,149
